fold,seed,split,timestamp,action,decision_eligible,decision_schedule_kind,decision_every_bars,decision_anchor,decision_session,reward,gross_return,net_return,one_way_turnover,cost,execution_risk_status,execution_risk_forecast_available,execution_risk_observations,pretrade_risk_forecast_annualized,executed_risk_forecast_annualized,execution_risk_ceiling_annualized,risk_rebalance_override,execution_reason,gross_exposure,proposed_one_way_turnover,constraint_rebalance_override,constraint_repair_one_way,executed_constraint_maximum_error
fold-1,11,validation,2024-12-27,balanced,True,every-bars,1,dataset-start,dataset,0.014136600173290069,0.015513649603616916,0.01416066750569245,0.67649104896223311,0.001352982097924466,within_ceiling,True,60,0.10119709437289327,0.069684989019633312,0.14999999999999999,False,rebalance_threshold_met,1,0.67649104896223311,False,4.163336342344337e-17,1.3877787807814457e-17
fold-1,11,validation,2024-12-30,intraday,True,every-bars,1,dataset-start,dataset,0.0081018178939687522,0.0097305396345606469,0.0081112862341267272,0.80962670021696015,0.0016192534004339201,within_ceiling,True,60,0.073993886644635631,0.084578088394575771,0.14999999999999999,False,rebalance_threshold_met,1,0.80962670021696015,False,0,0
fold-1,11,validation,2024-12-31,balanced,True,every-bars,1,dataset-start,dataset,0.010441825040546138,0.011589765061408148,0.010455257305964001,0.56725387772207325,0.0011345077554441466,within_ceiling,True,60,0.084957599404730202,0.10037098275238981,0.14999999999999999,False,rebalance_threshold_met,1.0000000000000002,0.56725387772207325,False,0,2.2204460492503131e-16
fold-1,11,validation,2025-01-01,intraday,True,every-bars,1,dataset-start,dataset,0.0055363365578012039,0.0066332970626926538,0.0055407366207933968,0.54628022094962847,0.001092560441899257,within_ceiling,True,60,0.10183164614292395,0.088700373420330006,0.14999999999999999,False,rebalance_threshold_met,1,0.54628022094962847,False,0,5.5511151231257827e-17
fold-1,11,validation,2025-01-02,balanced,True,every-bars,1,dataset-start,dataset,0.0048004847177708669,0.0059751116751736721,0.0048040549137239466,0.5855283807248628,0.0011710567614497255,within_ceiling,True,60,0.088537244852189223,0.090652165416467728,0.14999999999999999,False,rebalance_threshold_met,1,0.5855283807248628,False,0,0
fold-1,11,validation,2025-01-03,intraday,True,every-bars,1,dataset-start,dataset,0.001950087103477769,0.0033461154198085262,0.0019512067523180371,0.69745433374524457,0.0013949086674904891,within_ceiling,True,60,0.088063378895500588,0.083590684058232945,0.14999999999999999,False,rebalance_threshold_met,1,0.69745433374524457,False,0,0
fold-1,11,validation,2025-01-06,balanced,True,every-bars,1,dataset-start,dataset,0.015625002388726959,0.01679156309570275,0.015653198047846657,0.56918252392804647,0.0011383650478560929,within_ceiling,True,60,0.08331297519756764,0.090682657711244535,0.14999999999999999,False,rebalance_threshold_met,1,0.56918252392804647,False,0,0
fold-1,11,validation,2025-01-07,intraday,True,every-bars,1,dataset-start,dataset,-0.0096773570560253538,-0.0077680493705531376,-0.0096713227969230185,0.95163671318494014,0.0019032734263698802,within_ceiling,True,60,0.09656330791630896,0.094386886138604062,0.14999999999999999,False,rebalance_threshold_met,1,0.95163671318494014,False,3.1225022567582528e-17,0
fold-1,11,validation,2025-01-08,balanced,True,every-bars,1,dataset-start,dataset,0.019521932880196581,0.021472749800516895,0.019568040778596141,0.95235451096037682,0.0019047090219207537,within_ceiling,True,60,0.095575009859095575,0.076596070125540247,0.14999999999999999,False,rebalance_threshold_met,1,0.95235451096037682,False,0,5.5511151231257827e-17
fold-1,11,validation,2025-01-09,intraday,True,every-bars,1,dataset-start,dataset,-0.019269130908244093,-0.018344290172095538,-0.01923547961005229,0.44559471897837588,0.00089118943795675172,within_ceiling,True,60,0.084408717842947442,0.087137090929553518,0.14999999999999999,False,rebalance_threshold_met,1,0.44559471897837588,False,4.5102810375396984e-17,5.5511151231257827e-17
fold-1,11,validation,2025-01-10,balanced,True,every-bars,1,dataset-start,dataset,0.015320749788751106,0.016770384504049923,0.015348874368392473,0.71075506782872466,0.0014215101356574494,within_ceiling,True,60,0.097289193432478507,0.085182628805736835,0.14999999999999999,False,rebalance_threshold_met,1,0.71075506782872466,False,0,2.7755575615628914e-17
fold-1,11,validation,2025-01-13,intraday,True,every-bars,1,dataset-start,dataset,-0.0022589734277410956,-0.00087327573247246448,-0.0022588971666906033,0.6928107171090695,0.001385621434218139,within_ceiling,True,60,0.089418103708134467,0.09256203270444506,0.14999999999999999,False,rebalance_threshold_met,0.99999999999999989,0.6928107171090695,False,4.5102810375396984e-17,7.6327832942979512e-17
fold-1,11,validation,2025-01-14,balanced,True,every-bars,1,dataset-start,dataset,0.008641363245699217,0.0099305085658680497,0.0086512247457368949,0.63964191006557736,0.0012792838201311546,within_ceiling,True,60,0.091734150442565471,0.10727531495502203,0.14999999999999999,False,rebalance_threshold_met,1,0.63964191006557736,False,0,2.0816681711721685e-17
fold-1,11,validation,2025-01-15,intraday,True,every-bars,1,dataset-start,dataset,-0.0012987258748795867,0.00058463238511907234,-0.0012986916953770136,0.9416620402480429,0.0018833240804960859,within_ceiling,True,60,0.10747027470719013,0.092188067270831342,0.14999999999999999,False,rebalance_threshold_met,1,0.9416620402480429,False,0,2.7755575615628914e-17
fold-1,11,validation,2025-01-16,balanced,True,every-bars,1,dataset-start,dataset,0.011030677339153663,0.012337042705645659,0.011045897601425755,0.64557255210995157,0.0012911451042199032,within_ceiling,True,60,0.090606504505198596,0.082546173278942661,0.14999999999999999,False,rebalance_threshold_met,1,0.64557255210995157,False,0,2.7755575615628914e-17
fold-1,11,validation,2025-01-17,intraday,True,every-bars,1,dataset-start,dataset,0.0060240202242309174,0.0080206780705256199,0.0060304533519020187,0.99511235931180075,0.0019902247186236012,within_ceiling,True,60,0.084469546234961501,0.087761576570468111,0.14999999999999999,False,rebalance_threshold_met,1,0.99511235931180075,False,0,6.9388939039072284e-18
fold-1,11,validation,2025-01-20,balanced,True,every-bars,1,dataset-start,dataset,0.00096555992782902656,0.0019775275167695098,0.00096595098933698466,0.50578826371626251,0.0010115765274325251,within_ceiling,True,60,0.089328081983868282,0.098347033639394552,0.14999999999999999,False,rebalance_threshold_met,1,0.50578826371626251,False,4.163336342344337e-17,2.7755575615628914e-17
fold-1,11,validation,2025-01-21,intraday,True,every-bars,1,dataset-start,dataset,-0.0058685847642267162,-0.0048447667959710342,-0.005866237587695982,0.51073539586247396,0.0010214707917249478,within_ceiling,True,60,0.097875729321474175,0.099638847352346738,0.14999999999999999,False,rebalance_threshold_met,1,0.51073539586247396,False,0,0
fold-1,11,validation,2025-01-22,balanced,True,every-bars,1,dataset-start,dataset,0.0079854977859467203,0.0096029306397417604,0.0079947194136338901,0.80410561305393502,0.0016082112261078699,within_ceiling,True,60,0.10193332276132883,0.10924875390478302,0.14999999999999999,False,rebalance_threshold_met,1,0.80410561305393502,False,0,5.5511151231257827e-17
fold-1,11,validation,2025-01-23,intraday,True,every-bars,1,dataset-start,dataset,0.0034575047977369764,0.0047695472991438285,0.0034597796558808536,0.6548838216314874,0.0013097676432629747,within_ceiling,True,60,0.11006800587359949,0.079599475388976562,0.14999999999999999,False,rebalance_threshold_met,1,0.6548838216314874,False,0,0
fold-1,11,validation,2025-01-24,balanced,True,every-bars,1,dataset-start,dataset,0.0073475718386329311,0.0090877692734024108,0.0073558305936695908,0.86596933986641011,0.0017319386797328203,within_ceiling,True,60,0.079265224168759307,0.10031855159817815,0.14999999999999999,False,rebalance_threshold_met,1,0.86596933986641011,False,0,0
fold-1,11,test,2025-01-27,intraday,True,every-bars,1,dataset-start,dataset,0.00040535187339232448,0.0014055494303124296,0.00040554943031242963,0.5,0.001,within_ceiling,True,60,0,0.089633056834450983,0.14999999999999999,False,rebalance_threshold_met,1,0.5,False,4.8572257327350599e-17,5.5511151231257827e-17
fold-1,11,test,2025-01-28,balanced,True,every-bars,1,dataset-start,dataset,0.011169661896161169,0.01273747740665743,0.011185886229229679,0.77579558871387533,0.0015515911774277506,within_ceiling,True,60,0.088940967996582451,0.1028673693588802,0.14999999999999999,False,rebalance_threshold_met,1,0.77579558871387533,False,4.163336342344337e-17,7.6327832942979512e-17
fold-1,11,test,2025-01-29,intraday,True,every-bars,1,dataset-start,dataset,0.0017461626043046312,0.0028400776861521987,0.0017469692084309692,0.54655423886061472,0.0010931084777212295,within_ceiling,True,60,0.10562922515228233,0.093599514779742543,0.14999999999999999,False,rebalance_threshold_met,1,0.54655423886061472,False,0,0
fold-1,11,test,2025-01-30,balanced,True,every-bars,1,dataset-start,dataset,0.0037450075817316406,0.0051183761457691459,0.0037476273591685984,0.68537439330027361,0.0013707487866005473,within_ceiling,True,60,0.094258597274477135,0.088915970898567898,0.14999999999999999,False,rebalance_threshold_met,1,0.68537439330027361,False,0,0
fold-1,11,test,2025-01-31,intraday,True,every-bars,1,dataset-start,dataset,-0.0049976730836964736,-0.0037528017169164742,-0.0049962647316238243,0.62173150735367499,0.0012434630147073501,within_ceiling,True,60,0.089407324949385483,0.08879326185067099,0.14999999999999999,False,rebalance_threshold_met,1.0000000000000002,0.62173150735367499,False,0,2.2204460492503131e-16
fold-1,11,test,2025-02-03,balanced,True,every-bars,1,dataset-start,dataset,0.015388380179014357,0.0165969844720434,0.015415926168370881,0.59052915183625898,0.0011810583036725181,within_ceiling,True,60,0.089290253012939122,0.10212922629111414,0.14999999999999999,False,rebalance_threshold_met,1,0.59052915183625898,False,0,0
fold-1,11,test,2025-02-04,intraday,True,every-bars,1,dataset-start,dataset,-0.0043571517612837236,-0.0029449171211084037,-0.0043562845075987037,0.70568369324515012,0.0014113673864903002,within_ceiling,True,60,0.10362482205715932,0.09769628063579526,0.14999999999999999,False,rebalance_threshold_met,1,0.70568369324515012,False,0,0
fold-1,11,test,2025-02-05,balanced,True,every-bars,1,dataset-start,dataset,0.011348295578400775,0.012977316804180149,0.01136513665354438,0.80609007531788412,0.0016121801506357683,within_ceiling,True,60,0.099047245623397701,0.097750447629635862,0.14999999999999999,False,rebalance_threshold_met,1,0.80609007531788412,False,0,0
fold-1,11,test,2025-02-06,intraday,True,every-bars,1,dataset-start,dataset,0.0066141950647701864,0.0086121698007804136,0.0066216120116379335,0.99527889457124008,0.0019905577891424801,within_ceiling,True,60,0.1008630972284164,0.094217954550825128,0.14999999999999999,False,rebalance_threshold_met,1,0.99527889457124008,False,0,0
fold-1,11,test,2025-02-07,balanced,True,every-bars,1,dataset-start,dataset,0.013344334380059901,0.014629604237984418,0.013365736912075906,0.6319336629542559,0.0012638673259085119,within_ceiling,True,60,0.09463728731449117,0.092417971924795242,0.14999999999999999,False,rebalance_threshold_met,1,0.6319336629542559,False,0,0
fold-1,11,test,2025-02-10,intraday,True,every-bars,1,dataset-start,dataset,0.0048619628978535277,0.0052874596549896888,0.0048647586208138425,0.21135051708792324,0.0004227010341758465,within_ceiling,True,60,0.095943628667944744,0.10206393777136184,0.14999999999999999,False,rebalance_threshold_met,1,0.21135051708792324,False,0,0
fold-1,11,test,2025-02-11,balanced,True,every-bars,1,dataset-start,dataset,0.01153455714252969,0.01213222014109392,0.011549276219084886,0.29147196100451728,0.0005829439220090346,within_ceiling,True,60,0.10079519049570969,0.091636459972259401,0.14999999999999999,False,rebalance_threshold_met,1,0.29147196100451728,False,0,5.5511151231257827e-17
fold-1,11,test,2025-02-12,intraday,True,every-bars,1,dataset-start,dataset,-0.0082567469195205315,-0.0066685308454929246,-0.0082522999891568027,0.79188457183193928,0.0015837691436638786,within_ceiling,True,60,0.092519444311263188,0.1135278973037539,0.14999999999999999,False,rebalance_threshold_met,1,0.79188457183193928,False,0,0
fold-1,11,test,2025-02-13,balanced,True,every-bars,1,dataset-start,dataset,0.011556931670266536,0.01234505273019209,0.011572171702957658,0.38644051361721543,0.00077288102723443086,within_ceiling,True,60,0.11324467830510103,0.095887620302885973,0.14999999999999999,False,rebalance_threshold_met,1,0.38644051361721543,False,4.8572257327350599e-17,5.5511151231257827e-17
fold-1,11,test,2025-02-14,intraday,True,every-bars,1,dataset-start,dataset,0.00034627024294946987,0.00085990376476055867,0.0003463441863979348,0.25677978918131195,0.00051355957836262387,within_ceiling,True,60,0.098400877609251661,0.10763800697707632,0.14999999999999999,False,rebalance_threshold_met,1,0.25677978918131195,False,4.163336342344337e-17,0
fold-1,11,test,2025-02-17,balanced,True,every-bars,1,dataset-start,dataset,0.005166708072560559,0.0066367689399899725,0.0051711127427568407,0.73282809861656573,0.0014656561972331314,within_ceiling,True,60,0.10752145296669337,0.081132162733654228,0.14999999999999999,False,rebalance_threshold_met,1,0.73282809861656573,False,0,0
fold-1,11,test,2025-02-18,intraday,True,every-bars,1,dataset-start,dataset,0.013581962237341778,0.014286860268640166,0.013602373674975342,0.342243296832412,0.000684486593664824,within_ceiling,True,60,0.081801285577009761,0.096479398145303055,0.14999999999999999,False,rebalance_threshold_met,1,0.342243296832412,False,0,0
fold-1,11,test,2025-02-19,balanced,True,every-bars,1,dataset-start,dataset,0.011768237935126144,0.012886682439617148,0.011784844593556098,0.55091892303052559,0.0011018378460610511,within_ceiling,True,60,0.09889928396390435,0.10436257044305906,0.14999999999999999,False,rebalance_threshold_met,1,0.55091892303052559,False,0,2.7755575615628914e-17
fold-1,11,test,2025-02-20,intraday,True,every-bars,1,dataset-start,dataset,0.0032113587551237609,0.0046348776971586823,0.0032135069642505228,0.71068536645407976,0.0014213707329081594,within_ceiling,True,60,0.1053230905455618,0.098768085072848427,0.14999999999999999,False,rebalance_threshold_met,0.99999999999999989,0.71068536645407976,False,0,4.163336342344337e-17
fold-1,11,test,2025-02-21,balanced,True,every-bars,1,dataset-start,dataset,0.0015497911055162711,0.0030210624609708775,0.0015507037873555799,0.7351793368076488,0.0014703586736152976,within_ceiling,True,60,0.09844861905415489,0.084598199589340423,0.14999999999999999,False,rebalance_threshold_met,1,0.7351793368076488,False,0,0
fold-1,11,test,2025-02-24,intraday,True,every-bars,1,dataset-start,dataset,0.010780495128574156,0.011840378218734769,0.010794514584210425,0.52293181726217219,0.0010458636345243445,within_ceiling,True,60,0.07972771162628417,0.1012281867552504,0.14999999999999999,False,rebalance_threshold_met,1,0.52293181726217219,False,0,0
fold-1,11,test,2025-02-25,balanced,True,every-bars,1,dataset-start,dataset,0.020418546394665213,0.021952203648695611,0.020466736319168594,0.74273366476350966,0.0014854673295270193,within_ceiling,True,60,0.10306586151661,0.10245881749102495,0.14999999999999999,False,rebalance_threshold_met,1,0.74273366476350966,False,3.4694469519536142e-17,0
fold-1,11,test,2025-02-26,intraday,True,every-bars,1,dataset-start,dataset,0.0084038967113934243,0.0088832207575945173,0.0084117878724962406,0.23571644254913809,0.00047143288509827617,within_ceiling,True,60,0.11003303982736141,0.10330235364287794,0.14999999999999999,False,rebalance_threshold_met,1,0.23571644254913809,False,6.2450045135165055e-17,1.3877787807814457e-16
