timestamp,gross_return,net_return,benchmark_return,one_way_turnover,traded_notional,cost,gross_exposure,net_exposure,cash_weight,max_abs_weight,concentration_hhi,rebalanced,decision_eligible,decision_schedule_kind,decision_every_bars,decision_anchor,decision_session,execution_reason,execution_risk_status,execution_risk_forecast_available,execution_risk_observations,pretrade_risk_forecast_annualized,proposed_risk_forecast_pre_annualized,proposed_risk_forecast_post_annualized,executed_risk_forecast_annualized,execution_risk_ceiling_annualized,proposed_runtime_risk_scale,execution_risk_repair_scale,proposed_one_way_turnover,ordinary_rebalance,risk_rebalance_override,constraint_rebalance_override,constraint_repair_one_way,executed_constraint_maximum_error,max_participation,mean_participation
2024-01-18,0,0,0.0019563836034604174,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-19,0,0,0.0023851321071415854,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-22,0,0,0.00036047915514340412,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-23,0,0,0.00028491823648757464,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-24,0,0,0.0013776412993804867,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-25,0,0,0.0024502387048294101,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-26,0,0,0.0027387661642750962,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-29,0,0,0.0017346837120269147,0,0,0,0,0,1,0,0,False,True,every-bars,1,dataset-start,dataset,portfolio_no_trade_band,flat,True,0,0,0,0,0,0.14999999999999999,1,1,0,False,False,False,0,0,0,0
2024-01-30,0.011738255539478193,0.010738255539478193,0.0015421567921681998,0.5,1,0.001,1,0,0,0.29999999999999999,0.25762114532662234,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,20,0,0.10750092776293081,0.10750092776293081,0.10750092776293081,0.14999999999999999,1,1,0.5,True,False,False,0,0,0.0022582007940381323,0.00084798089056702076
2024-01-31,0.0035875304453491189,0.0034159407006999773,0.0026456888134835372,0.085794872324570712,0.17158974464914142,0.00017158974464914143,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,21,0.11115925992187793,0.10594536454167937,0.10594536454167937,0.10594536454167937,0.14999999999999999,1,1,0.085794872324570712,True,False,False,0,0,0.00053736555695466331,0.00012820412788492233
2024-02-01,-0.002542541951437651,-0.002701661383852708,0.0017156324589844469,0.079559716207528511,0.15911943241505702,0.00015911943241505701,1,-2.7755575615628914e-17,0,0.29999999999999999,0.25647475522978658,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,22,0.10388141638221338,0.11023752535280756,0.11023752535280756,0.11023752535280756,0.14999999999999999,1,1,0.079559716207528511,True,False,False,0,2.7755575615628914e-17,0.0003934217739025412,0.00013038035292242949
2024-02-02,0.0059692087865808718,0.0053990680709057118,7.1665116353647257e-05,0.28507035783758017,0.57014071567516034,0.00057014071567516031,0.99999999999999989,-2.7755575615628914e-17,1.1102230246251565e-16,0.28634486931219078,0.25420261706629049,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,23,0.10793498766282746,0.10622414518699365,0.10622414518699365,0.10622414518699365,0.14999999999999999,1,1,0.28507035783758017,True,False,False,4.163336342344337e-17,5.5511151231257827e-17,0.0019748138361640184,0.00045668923674220562
2024-02-05,0.0003908206230182126,-0.00035111248145707624,0.001676242348319386,0.37096655223764441,0.74193310447528882,0.00074193310447528884,1,0,0,0.29999999999999999,0.2588143281208018,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,24,0.10445366538132313,0.11790082477139623,0.11790082477139623,0.11790082477139623,0.14999999999999999,1,1,0.37096655223764441,True,False,False,0,0,0.0011396395512639653,0.00051828603647432353
2024-02-06,0.0055539602886750831,0.0050571349673330778,0.0013237544145784375,0.24841266067100271,0.49682532134200541,0.00049682532134200541,1,2.0816681711721685e-17,0,0.29999999999999999,0.24012401207283002,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,25,0.11584690009909773,0.098468652251269523,0.098468652251269523,0.098468652251269523,0.14999999999999999,1,1,0.24841266067100271,True,False,False,0,2.0816681711721685e-17,0.00085305629678455823,0.00030170686924388212
2024-02-07,-0.0032946007687355136,-0.0035220202533195548,0.00012918314763952588,0.11370974229202063,0.22741948458404126,0.00022741948458404124,0.99999999999999989,-2.7755575615628914e-17,1.1102230246251565e-16,0.29999999999999999,0.2386647758439423,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,26,0.096753932350456789,0.10681074284201594,0.10681074284201594,0.10681074284201594,0.14999999999999999,1,1,0.11370974229202063,True,False,False,0,2.7755575615628914e-17,0.00067857454233303659,0.00017301111372505586
2024-02-08,0.0013759676309488341,0.0011459039810973654,0.0034339233966844307,0.11503182492573424,0.23006364985146849,0.0002300636498514685,0.99999999999999989,-5.5511151231257827e-17,1.1102230246251565e-16,0.29999999999999999,0.23243502674382177,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,27,0.10594818157642029,0.10729393272634727,0.10729393272634727,0.10729393272634727,0.14999999999999999,1,1,0.11503182492573424,True,False,False,4.163336342344337e-17,0,0.0014922141481178266,0.00028884284077669418
2024-02-09,0.001029727514983012,0.0006865499225683705,0.0010819459612967743,0.17158879620732076,0.34317759241464152,0.00034317759241464155,1,0,0,0.29999999999999999,0.2586590691893304,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,28,0.10536305205168704,0.1041164771429038,0.1041164771429038,0.1041164771429038,0.14999999999999999,1,1,0.17158879620732076,True,False,False,0,0,0.00083432122521993305,0.00027183307992550444
2024-02-12,-0.010571289079308344,-0.010572317747575308,0.00055616301743170206,0.0005143341334823831,0.0010286682669647662,1.0286682669647662e-06,0.99805084687423984,0,0.0019491531257601613,0.29978040013047852,0.25752573589929412,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,29,0.10209291461968073,0.10247351885195786,0.10247351885195786,0.10199212272564974,0.14999999999999999,1,1,0.0036794106057492226,False,False,True,0.0005143341334823831,0,4.9609622759815681e-06,1.1245068611951206e-06
2024-02-13,0.009777490261169669,0.0089575117940881958,0.0010977889224373927,0.40998923354073641,0.81997846708147282,0.00081997846708147274,1,-5.5511151231257827e-17,0,0.29999999999999999,0.22217061724003023,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,30,0.10677319682596603,0.11684213021698742,0.11684213021698742,0.11684213021698742,0.14999999999999999,1,1,0.40998923354073641,True,False,False,0,5.5511151231257827e-17,0.0010483514486572087,0.00068680952748530427
2024-02-14,0.0062083171830286336,0.0059714166207909657,0.0025855514444551586,0.11845028111883378,0.23690056223766756,0.00023690056223766757,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,31,0.11650041815128075,0.12944081327692025,0.12944081327692025,0.12944081327692025,0.14999999999999999,1,1,0.11845028111883378,True,False,False,0,0,0.00040637732409072195,0.00021531747474516129
2024-02-15,-0.0004108841148245124,-0.00041705412661730842,0.0022622207592880028,0.0030850058963979993,0.0061700117927959985,6.1700117927959982e-06,0.98920751519752648,0,0.010792484802473523,0.29859238692975282,0.25487917596257359,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,32,0.12805091048093201,0.12851259568471263,0.12851259568471263,0.12731549320591062,0.14999999999999999,1,1,0.003865386942118243,False,False,True,0.0030850058963979993,0,1.9690019225292598e-05,5.2770374805302766e-06
2024-02-16,-0.003836517329002032,-0.0041226936194666362,0.002235518397050865,0.14308814523230196,0.28617629046460391,0.00028617629046460389,1,0,0,0.29999999999999999,0.24337514144160322,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,33,0.12552961710505389,0.12363816280338209,0.12363816280338209,0.12363816280338209,0.14999999999999999,1,1,0.14308814523230196,True,False,False,0,0,0.0015844951515468148,0.000369561745875847
2024-02-19,0.00023442156387648902,0.00022292048171668194,0.001040616710661209,0.00575054107990354,0.01150108215980708,1.150108215980708e-05,0.99875749193583752,-5.5511151231257827e-17,0.0012425080641624842,0.29999999999999999,0.2423469312350191,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,34,0.12347264022013574,0.12224346789625995,0.12224346789625995,0.12186693580313708,0.14999999999999999,1,1,0.007821420185573448,False,False,True,0.00575054107990354,5.5511151231257827e-17,2.6065083439918327e-05,7.7252228242247678e-06
2024-02-20,-0.0020797771758936157,-0.002603337945907063,0.00060728077033021322,0.26178038500672357,0.52356077001344714,0.00052356077001344716,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,35,0.12012910520489599,0.10301443327551273,0.10301443327551273,0.10301443327551273,0.14999999999999999,1,1,0.26178038500672357,True,False,False,0,0,0.0025478358377288074,0.00054464973188829413
2024-02-21,-0.00049599556407731724,-0.00095110570636589085,0.0022650999663338571,0.2275550711442868,0.4551101422885736,0.00045511014228857361,1,4.163336342344337e-17,0,0.29999999999999999,0.2414391780963028,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,36,0.10151454491908075,0.091105704344837737,0.091105704344837737,0.091105704344837737,0.14999999999999999,1,1,0.2275550711442868,True,False,False,0,4.163336342344337e-17,0.00076652059477913298,0.00024993711561479729
2024-02-22,-0.0059938178668304306,-0.0061365113845436043,0.00037191904739316216,0.071346758856586867,0.14269351771317373,0.00014269351771317373,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,37,0.090193925606684211,0.089636660070861574,0.089636660070861574,0.089636660070861574,0.14999999999999999,1,1,0.071346758856586867,True,False,False,0,0,0.00027424051878436391,7.9332279092824052e-05
2024-02-23,-0.0058633674971920692,-0.0064362050711520707,-0.0015071311071440108,0.28641878698000084,0.57283757396000168,0.00057283757396000168,1,0,0,0.29673280075962688,0.25630336267037224,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,38,0.090299701152978459,0.095742333557101031,0.095742333557101031,0.095742333557101031,0.14999999999999999,1,1,0.28641878698000084,True,False,False,0,0,0.0010249101749105159,0.00045274558350945213
2024-02-26,0.0021762857631900034,0.0015153283908662593,0.0017660656356042743,0.33047868616187209,0.66095737232374419,0.0006609573723237442,1,2.7755575615628914e-17,0,0.29999999999999999,0.23378215202853869,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,39,0.095615910579218297,0.08379033935773969,0.08379033935773969,0.08379033935773969,0.14999999999999999,1,1,0.33047868616187209,True,False,False,0,2.7755575615628914e-17,0.001062150918011349,0.00037924037019242303
2024-02-27,-0.00013153661238382271,-0.00078031528906386384,-0.0007704942742407146,0.32438933834002059,0.64877867668004119,0.00064877867668004113,1,2.7755575615628914e-17,0,0.29999999999999999,0.25706482086687665,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,40,0.083231160337280452,0.087191012507426627,0.087191012507426627,0.087191012507426627,0.14999999999999999,1,1,0.32438933834002059,True,False,False,0,2.7755575615628914e-17,0.0015724132019034702,0.00052776347562096264
2024-02-28,0.0027636022195174944,0.0017261108801337039,0.0017805258311212042,0.51874566969189528,1.0374913393837906,0.0010374913393837906,1,-5.5511151231257827e-17,0,0.29999999999999999,0.24009608160985108,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,41,0.08542994350682058,0.1025728117496895,0.1025728117496895,0.1025728117496895,0.14999999999999999,1,1,0.51874566969189528,True,False,False,0,5.5511151231257827e-17,0.0043514667634554118,0.0011471454639821138
2024-02-29,-0.0053690296649924188,-0.0053719003689652401,0.0010773611013441178,0.0014353519864108259,0.0028707039728216519,2.8707039728216519e-06,1,-5.5511151231257827e-17,0,0.29998917478394727,0.24016927267989574,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,42,0.10199403490897715,0.10176210061755048,0.10176210061755048,0.10157215028459429,0.14999999999999999,1,1,0.0034013513310369413,False,False,True,0.0014353519864108259,1.1102230246251565e-16,3.1485358888178806e-05,5.3634724855528656e-06
2024-03-01,0.015305995169464771,0.014820202533001781,0.0023742751688454735,0.24289631823149505,0.48579263646299009,0.00048579263646299003,1,0,0,0.29999999999999999,0.2471000011628019,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,43,0.10237460975921241,0.088169352754196517,0.088169352754196517,0.088169352754196517,0.14999999999999999,1,1,0.24289631823149505,True,False,False,0,0,0.0043938587314236097,0.0012593527480392627
2024-03-04,0.010269123774523155,0.010254048521109617,-0.00062310058831271985,0.0075376267067693258,0.015075253413538652,1.5075253413538653e-05,0.96758495303424485,0,0.032415046965755145,0.29123440060905192,0.23103533013478475,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,44,0.092538473815532929,0.093892189106414531,0.093892189106414531,0.091141621165035824,0.14999999999999999,1,1,0.048968916159414816,False,False,True,0.0075376267067693258,0,0.00015013997632017283,3.3907677928416826e-05
2024-03-05,-0.0067916656555635545,-0.0069173689990575781,-0.0012704214330540216,0.06285167174701202,0.12570334349402404,0.00012570334349402404,1,-2.7755575615628914e-17,0,0.29999999999999999,0.25630768643691931,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,45,0.091480970249161769,0.095830256443346584,0.095830256443346584,0.095830256443346584,0.14999999999999999,1,1,0.06285167174701202,True,False,False,0,2.7755575615628914e-17,0.0013402234643936195,0.00039662407122862563
2024-03-06,-0.0013321192191662304,-0.0016251451029143113,-0.00062216073971136775,0.14651294187404046,0.29302588374808092,0.00029302588374808093,0.99999999999999989,1.3877787807814457e-17,1.1102230246251565e-16,0.29999999999999999,0.2325566703064389,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,46,0.097047049594338589,0.087017110450865992,0.087017110450865992,0.087017110450865992,0.14999999999999999,1,1,0.14651294187404046,True,False,False,0,1.3877787807814457e-17,0.0014891625655177345,0.00043120200461451021
2024-03-07,-0.0065493291972968269,-0.0065600242608959978,0.0016419573485606334,0.005347531799585338,0.010695063599170676,1.0695063599170676e-05,0.99559884127396381,4.163336342344337e-17,0.0044011587260361917,0.29999999999999999,0.23130191315409995,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,47,0.087035456310683559,0.085938444681307596,0.085938444681307596,0.086013483070319169,0.14999999999999999,1,1,0.012981347735211875,False,False,True,0.005347531799585338,4.163336342344337e-17,7.3860123773631224e-05,2.6512507161458652e-05
2024-03-08,-0.0053337796016328116,-0.0058551655258728226,0.0008696644719474551,0.26069296212000553,0.52138592424001107,0.0005213859242400111,1,1.3877787807814457e-17,0,0.29999999999999999,0.2098076283096523,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,48,0.087237586180884591,0.086708629853453845,0.086708629853453845,0.086708629853453845,0.14999999999999999,1,1,0.26069296212000553,True,False,False,4.5102810375396984e-17,9.7144514654701197e-17,0.0023123600334908254,0.0014064184063297205
2024-03-11,-0.0034721397431354932,-0.0038466941274371792,0.00017057329794069776,0.18727719215084299,0.37455438430168597,0.00037455438430168594,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,49,0.087634111142676996,0.092561570316339506,0.092561570316339506,0.092561570316339506,0.14999999999999999,1,1,0.18727719215084299,True,False,False,0,0,0.0041721897614815789,0.0011066212027393827
2024-03-12,-0.0012102141673346091,-0.0019861114692248526,-0.00075000027981684614,0.38794865094512171,0.77589730189024342,0.00077589730189024349,1,5.5511151231257827e-17,0,0.29999999999999999,0.2580453104876943,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,50,0.09240623660653513,0.093788212335441448,0.093788212335441448,0.093788212335441448,0.14999999999999999,1,1,0.38794865094512171,True,False,False,0,5.5511151231257827e-17,0.010646938883368599,0.002824495048692578
2024-03-13,-0.0035842180891317694,-0.0040336241289389068,0.0024854907937787067,0.22470301990356867,0.44940603980713734,0.00044940603980713736,1,-5.5511151231257827e-17,0,0.29999999999999999,0.25539555632395017,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,51,0.092469346554213502,0.096226554402326567,0.096226554402326567,0.096226554402326567,0.14999999999999999,1,1,0.22470301990356867,True,False,False,0,5.5511151231257827e-17,0.0026512910064746082,0.00080903256853618319
2024-03-14,0.0036714446603224485,0.0027718880095516109,0.0029371415500596223,0.44977832538541873,0.89955665077083746,0.00089955665077083753,0.99999999999999989,2.7755575615628914e-17,1.1102230246251565e-16,0.23697151294798766,0.21082424789766141,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,52,0.095840801860781769,0.091591077374522614,0.091591077374522614,0.091591077374522614,0.14999999999999999,1,1,0.44977832538541873,True,False,False,0,2.7755575615628914e-17,0.010886654835592043,0.0027901000837776062
2024-03-15,-0.010908922085155743,-0.011376710968363792,0.0013088568293016514,0.23389444160402451,0.46778888320804901,0.00046778888320804903,1,0,0,0.25959987044773147,0.22439398310187431,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,53,0.091418586367416302,0.096597212363474891,0.096597212363474891,0.096597212363474891,0.14999999999999999,1,1,0.23389444160402451,True,False,False,0,0,0.0030244523298582631,0.0011454785949052079
2024-03-18,-0.00055399928379722986,-0.0008249620033615743,0.00048337480363186414,0.13548135978217218,0.27096271956434437,0.00027096271956434439,1,0,0,0.26117229784624091,0.23068808974599614,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,54,0.10008710960271792,0.09867678314617033,0.09867678314617033,0.09867678314617033,0.14999999999999999,1,1,0.13548135978217218,True,False,False,0,0,0.0024453582655210152,0.00066391419812739322
2024-03-19,-0.0068900229042735441,-0.0068918565560191864,0.0017488692203176015,0.00091682587282127664,0.0018336517456425533,1.8336517456425534e-06,0.99999999999999989,-2.7755575615628914e-17,1.1102230246251565e-16,0.26111749018655062,0.23058310220942096,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,55,0.098005641176888911,0.097883545126639632,0.097883545126639632,0.097820902777437893,0.14999999999999999,1,1,0.001820898322848024,False,False,True,0.00091682587282127664,2.7755575615628914e-17,7.5678792799197295e-06,3.5506041394570296e-06
2024-03-20,0.00084019360039362711,0.00082886004704547673,0.00020301248628340485,0.0056667766740751829,0.011333553348150366,1.1333553348150366e-05,1.0000000000000002,-8.3266726846886741e-17,-2.2204460492503131e-16,0.26350327564498038,0.23087933047430759,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,56,0.099588984736871181,0.097947386108586248,0.097947386108586248,0.098400009341925956,0.14999999999999999,1,1,0.016886187926732077,False,False,True,0.0056667766740751829,2.2204460492503131e-16,9.8992305280942131e-05,2.962858951172869e-05
2024-03-21,0.0040788405849654097,0.0034095809723088677,0.0022364147111052319,0.334629806328271,0.66925961265654199,0.00066925961265654199,1,1.3877787807814457e-17,0,0.26754096683206302,0.20124328191031396,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,57,0.097234127319793362,0.084654178623583334,0.084654178623583334,0.084654178623583334,0.14999999999999999,1,1,0.334629806328271,True,False,False,0,1.3877787807814457e-17,0.0025383899175535599,0.0012653008077777783
2024-03-22,0.0044126314080312236,0.0037845022437808479,0.00019077204070566721,0.31406458212518784,0.62812916425037568,0.00062812916425037562,1,-2.7755575615628914e-17,0,0.24943578849711065,0.20054854054505383,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,58,0.083659038957558579,0.090726531552209028,0.090726531552209028,0.090726531552209028,0.14999999999999999,1,1,0.31406458212518784,True,False,False,0,2.7755575615628914e-17,0.0038544760185717946,0.0017988052194075896
2024-03-25,0.001998216506438989,0.0018115799712525886,0.00084670977594993469,0.093318267593200194,0.18663653518640039,0.00018663653518640038,0.99999999999999989,4.163336342344337e-17,1.1102230246251565e-16,0.29999999999999999,0.21132008604618138,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,59,0.090103634189581935,0.090599682189431208,0.090599682189431208,0.090599682189431208,0.14999999999999999,1,1,0.093318267593200194,True,False,False,4.5102810375396984e-17,4.163336342344337e-17,0.0010118958023237524,0.00032221059926277495
2024-03-26,0.0095595723798456555,0.0095575781482457167,0.00075852418080609341,0.00099711579996922609,0.0019942315999384522,1.9942315999384522e-06,0.99907104539388014,-1.3877787807814457e-17,0.00092895460611985836,0.29807709125977083,0.21121697051300306,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.090114007761721432,0.090384807348488125,0.090384807348488125,0.089918784670810104,0.14999999999999999,1,1,0.0099263293132268414,False,False,True,0.00099711579996922609,1.3877787807814457e-17,1.8607533009435891e-05,4.7314081785207101e-06
2024-03-27,0.002241155230998864,0.002231686178709745,0.0018722909513302723,0.0047345261445595824,0.0094690522891191647,9.4690522891191646e-06,0.9817906020104431,8.3266726846886741e-17,0.018209397989556897,0.2951784604803287,0.20463393122006598,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.090905773367268253,0.092373448226972993,0.092373448226972993,0.089911136524012183,0.14999999999999999,1,1,0.0138182414400791,False,False,True,0.0047345261445595824,8.3266726846886741e-17,8.0275954793836848e-05,2.0477109979491088e-05
2024-03-28,-0.003284631166941685,-0.0032868673106275651,0.0017926486269518316,0.0011180718429400563,0.0022361436858801126,2.2361436858801126e-06,0.97706113730268174,-2.7755575615628914e-17,0.022938862697318263,0.29249275134530095,0.20202280111731014,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.089320419395806025,0.09198823853896114,0.09198823853896114,0.089098085557577131,0.14999999999999999,1,1,0.016884898135330416,False,False,True,0.0011180718429400563,2.7755575615628914e-17,1.9114804625735239e-05,5.0138104652835912e-06
2024-03-29,-0.015933224420845726,-0.016237954784988247,0.00085967469985285703,0.15236518207126018,0.30473036414252036,0.00030473036414252035,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.087512550595343741,0.10174341783289462,0.10174341783289462,0.10174341783289462,0.14999999999999999,1,1,0.15236518207126018,True,False,False,0,0,0.0013403047752615373,0.00065772406645153746
2024-04-01,-0.0041708145433122295,-0.0047083022556487454,0.0026454073465770889,0.2687438561682578,0.5374877123365156,0.00053748771233651563,1,0,0,0.29999999999999999,0.23861246393766264,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10646717419977535,0.089526570914046671,0.089526570914046671,0.089526570914046671,0.14999999999999999,1,1,0.2687438561682578,True,False,False,0,0,0.0038228377683122835,0.0012679659868925159
